TS;Test;Model;Target Freq;Target mW;Target dBm;Info;mW;dBm;dif_mW;dif_dBm
1622883508000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883509000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883509000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883509000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883510000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883510000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883510000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883511000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883511000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883511000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883512000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883512000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883512000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883512000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883513000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883513000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883513000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883514000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883514000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883514000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883515000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883515000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883515000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883515000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883516000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883516000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883516000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883517000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883517000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883517000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883518000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883518000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883518000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883508000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883509000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883509000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883509000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883510000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883510000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883510000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883511000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883511000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883511000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883512000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883512000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883512000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883512000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883513000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883513000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883513000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
1622883514000000000;20210605_1622883501;Eachine_TX805;5865;25.0;13.98;VTX im Copter Verbaut, manuelle Pwr-Einstellung;0.0;0.0;-25.0;-13.98
